matchOrder,score,procTime,TARGET
0,0.03938157512087056,0.16942596435546875,less,,less,of,pet,loss,power,lad,peter,poet,levee,press,porter,kiss,lest,pity,oct,leg,par,on,lung,knee,or,prey,let,lee,pat,pool,piety,outer,look,lay,odd,one,lab,port,pen,perry,peru,own,pay,poll,poor,like,poetry,limb,petty,keen,ken,pan,pound,key,off,pope,pitt,poorer,lime,plan,play,pipe,peek,pro,out,locus,likes,pipes,liked,per,our,peak,pole,odds,proper,pop,okay,otto,pretty,pile,old,prior,limbs,pepper,pimp,pottery,pain,poles,leap,lap,life,owe,looked,killed,long,oak,pull,plain,pools,looks,lobby,oil,organ,leo
